block_group,gender_work_age,count_gender_work_age
480291609023,sex_work_age_tot_m,332.0
480291613022,sex_work_age_tot_m,557.0
480291613032,sex_work_age_tot_m,496.0
480291613041,sex_work_age_tot_m,576.0
480291614001,sex_work_age_tot_m,3888.0
480291615031,sex_work_age_tot_m,598.0
480291615033,sex_work_age_tot_m,244.0
480291615041,sex_work_age_tot_m,582.0
480291618011,sex_work_age_tot_m,1122.0
480291618012,sex_work_age_tot_m,225.0
480291618022,sex_work_age_tot_m,1063.0
480291619011,sex_work_age_tot_m,341.0
480291619022,sex_work_age_tot_m,1003.0
480291619023,sex_work_age_tot_m,3267.0
480291620032,sex_work_age_tot_m,486.0
480291620033,sex_work_age_tot_m,411.0
480291620042,sex_work_age_tot_m,658.0
480291713011,sex_work_age_tot_m,280.0
480291713021,sex_work_age_tot_m,830.0
480291713022,sex_work_age_tot_m,222.0
480291716011,sex_work_age_tot_m,492.0
480291716013,sex_work_age_tot_m,332.0
480291716021,sex_work_age_tot_m,735.0
480291719022,sex_work_age_tot_m,1606.0
480291719023,sex_work_age_tot_m,2216.0
480291719131,sex_work_age_tot_m,1428.0
480291719132,sex_work_age_tot_m,443.0
480291719142,sex_work_age_tot_m,611.0
480291719143,sex_work_age_tot_m,687.0
480291719161,sex_work_age_tot_m,1051.0
480291719162,sex_work_age_tot_m,582.0
480291719171,sex_work_age_tot_m,1214.0
480291719172,sex_work_age_tot_m,1653.0
480291215053,sex_work_age_tot_m,618.0
480291216051,sex_work_age_tot_m,414.0
480291216052,sex_work_age_tot_m,212.0
480291216062,sex_work_age_tot_m,983.0
480291216063,sex_work_age_tot_m,313.0
480291217011,sex_work_age_tot_m,386.0
480291217012,sex_work_age_tot_m,202.0
480291217014,sex_work_age_tot_m,416.0
480291217021,sex_work_age_tot_m,884.0
480291217023,sex_work_age_tot_m,791.0
480291218081,sex_work_age_tot_m,216.0
480291218091,sex_work_age_tot_m,317.0
480291218092,sex_work_age_tot_m,649.0
480291218101,sex_work_age_tot_m,921.0
480291218102,sex_work_age_tot_m,420.0
480291218112,sex_work_age_tot_m,296.0
480291218121,sex_work_age_tot_m,1265.0
480291219032,sex_work_age_tot_m,1044.0
480291218123,sex_work_age_tot_m,185.0
480291218124,sex_work_age_tot_m,111.0
480291219031,sex_work_age_tot_m,733.0
480291219042,sex_work_age_tot_m,714.0
480291219051,sex_work_age_tot_m,745.0
480291219061,sex_work_age_tot_m,1055.0
480291219062,sex_work_age_tot_m,974.0
480291219072,sex_work_age_tot_m,3667.0
480291219081,sex_work_age_tot_m,548.0
480291209024,sex_work_age_tot_m,482.0
480291211103,sex_work_age_tot_m,510.0
480291211183,sex_work_age_tot_m,595.0
480291211192,sex_work_age_tot_m,1153.0
480291211193,sex_work_age_tot_m,652.0
480291211202,sex_work_age_tot_m,686.0
480291211211,sex_work_age_tot_m,591.0
480291211212,sex_work_age_tot_m,294.0
480291211221,sex_work_age_tot_m,466.0
480291211222,sex_work_age_tot_m,512.0
480291211223,sex_work_age_tot_m,717.0
480291215014,sex_work_age_tot_m,673.0
480291713023,sex_work_age_tot_m,375.0
480291713024,sex_work_age_tot_m,154.0
480291714012,sex_work_age_tot_m,866.0
480291714021,sex_work_age_tot_m,626.0
480291714023,sex_work_age_tot_m,775.0
480291715011,sex_work_age_tot_m,577.0
480291715021,sex_work_age_tot_m,438.0
480291715022,sex_work_age_tot_m,387.0
480291715024,sex_work_age_tot_m,452.0
480291914121,sex_work_age_tot_m,649.0
480291914131,sex_work_age_tot_m,740.0
480291914132,sex_work_age_tot_m,1045.0
480291915031,sex_work_age_tot_m,589.0
480291915032,sex_work_age_tot_m,548.0
480291915033,sex_work_age_tot_m,280.0
480291915041,sex_work_age_tot_m,272.0
480291915042,sex_work_age_tot_m,338.0
480291915051,sex_work_age_tot_m,252.0
480291915052,sex_work_age_tot_m,257.0
480291915061,sex_work_age_tot_m,724.0
480291915062,sex_work_age_tot_m,818.0
480291915063,sex_work_age_tot_m,413.0
480291917012,sex_work_age_tot_m,156.0
480291917021,sex_work_age_tot_m,1276.0
480291917023,sex_work_age_tot_m,298.0
480291917024,sex_work_age_tot_m,197.0
480291918061,sex_work_age_tot_m,423.0
480291918062,sex_work_age_tot_m,418.0
480291918071,sex_work_age_tot_m,1218.0
480291918072,sex_work_age_tot_m,828.0
480291918082,sex_work_age_tot_m,363.0
480291918091,sex_work_age_tot_m,1439.0
480291918101,sex_work_age_tot_m,833.0
480291918102,sex_work_age_tot_m,610.0
480291918121,sex_work_age_tot_m,866.0
480291918122,sex_work_age_tot_m,399.0
480291918132,sex_work_age_tot_m,669.0
480291821062,sex_work_age_tot_m,1065.0
480291905031,sex_work_age_tot_m,530.0
480291905033,sex_work_age_tot_m,564.0
480291905041,sex_work_age_tot_m,461.0
480291906031,sex_work_age_tot_m,579.0
480291906032,sex_work_age_tot_m,531.0
480291906042,sex_work_age_tot_m,342.0
480291906043,sex_work_age_tot_m,425.0
480291910052,sex_work_age_tot_m,311.0
480291910061,sex_work_age_tot_m,357.0
480291910063,sex_work_age_tot_m,505.0
480291801014,sex_work_age_tot_m,177.0
480291801015,sex_work_age_tot_m,164.0
480291801021,sex_work_age_tot_m,301.0
480291806044,sex_work_age_tot_m,177.0
480291801022,sex_work_age_tot_m,388.0
480291806041,sex_work_age_tot_m,777.0
480291806042,sex_work_age_tot_m,603.0
480291806045,sex_work_age_tot_m,310.0
480291810033,sex_work_age_tot_m,1871.0
480291813032,sex_work_age_tot_m,647.0
480291814032,sex_work_age_tot_m,1151.0
480291814033,sex_work_age_tot_m,534.0
480291814042,sex_work_age_tot_m,566.0
480291815032,sex_work_age_tot_m,1505.0
480291817112,sex_work_age_tot_m,847.0
480291817113,sex_work_age_tot_m,853.0
480291817153,sex_work_age_tot_m,313.0
480291817162,sex_work_age_tot_m,706.0
480291817163,sex_work_age_tot_m,995.0
480291817164,sex_work_age_tot_m,339.0
480291817183,sex_work_age_tot_m,465.0
480291817201,sex_work_age_tot_m,1275.0
480291817202,sex_work_age_tot_m,269.0
480291817211,sex_work_age_tot_m,733.0
480291817212,sex_work_age_tot_m,583.0
480291817231,sex_work_age_tot_m,592.0
480291817221,sex_work_age_tot_m,605.0
480291817222,sex_work_age_tot_m,396.0
480291817223,sex_work_age_tot_m,492.0
480291817232,sex_work_age_tot_m,289.0
480291817233,sex_work_age_tot_m,636.0
480291817241,sex_work_age_tot_m,1110.0
480291817242,sex_work_age_tot_m,744.0
480291817251,sex_work_age_tot_m,780.0
480291817261,sex_work_age_tot_m,666.0
480291817262,sex_work_age_tot_m,1061.0
480291817271,sex_work_age_tot_m,1080.0
480291817272,sex_work_age_tot_m,253.0
480291817282,sex_work_age_tot_m,1485.0
480291817291,sex_work_age_tot_m,2913.0
480291817302,sex_work_age_tot_m,755.0
480291817311,sex_work_age_tot_m,529.0
480291817313,sex_work_age_tot_m,650.0
480291817314,sex_work_age_tot_m,461.0
480291818131,sex_work_age_tot_m,969.0
480291818133,sex_work_age_tot_m,839.0
480291818141,sex_work_age_tot_m,1808.0
480291818151,sex_work_age_tot_m,324.0
480291818152,sex_work_age_tot_m,746.0
480291818162,sex_work_age_tot_m,1096.0
480291818171,sex_work_age_tot_m,800.0
480291818181,sex_work_age_tot_m,701.0
480291818182,sex_work_age_tot_m,612.0
480291818191,sex_work_age_tot_m,431.0
480291818192,sex_work_age_tot_m,2220.0
480291818202,sex_work_age_tot_m,2623.0
480291818211,sex_work_age_tot_m,359.0
480291818221,sex_work_age_tot_m,380.0
480291818222,sex_work_age_tot_m,496.0
480291818231,sex_work_age_tot_m,1286.0
480291818241,sex_work_age_tot_m,413.0
480291912012,sex_work_age_tot_m,517.0
480291910064,sex_work_age_tot_m,599.0
480291912011,sex_work_age_tot_m,414.0
480291912021,sex_work_age_tot_m,389.0
480291912022,sex_work_age_tot_m,952.0
480291912023,sex_work_age_tot_m,178.0
480291912024,sex_work_age_tot_m,313.0
480291913031,sex_work_age_tot_m,600.0
480291913041,sex_work_age_tot_m,291.0
480291913042,sex_work_age_tot_m,787.0
480291914062,sex_work_age_tot_m,560.0
480291914063,sex_work_age_tot_m,518.0
480291914082,sex_work_age_tot_m,450.0
480291914101,sex_work_age_tot_m,422.0
480291914102,sex_work_age_tot_m,857.0
480291914103,sex_work_age_tot_m,645.0
480291914111,sex_work_age_tot_m,539.0
480291914112,sex_work_age_tot_m,926.0
480291818242,sex_work_age_tot_m,886.0
480291818251,sex_work_age_tot_m,548.0
480291818252,sex_work_age_tot_m,1134.0
480291818261,sex_work_age_tot_m,514.0
480291818262,sex_work_age_tot_m,856.0
480291818263,sex_work_age_tot_m,281.0
480291818264,sex_work_age_tot_m,582.0
480291819011,sex_work_age_tot_m,1441.0
480291819012,sex_work_age_tot_m,1019.0
480291819021,sex_work_age_tot_m,1668.0
480291819022,sex_work_age_tot_m,808.0
480291820011,sex_work_age_tot_m,692.0
480291820012,sex_work_age_tot_m,1047.0
480291820021,sex_work_age_tot_m,1733.0
480291820023,sex_work_age_tot_m,997.0
480291820032,sex_work_age_tot_m,506.0
480291821012,sex_work_age_tot_m,389.0
480291821022,sex_work_age_tot_m,448.0
480291821023,sex_work_age_tot_m,1147.0
480291821061,sex_work_age_tot_m,1135.0
480291918142,sex_work_age_tot_m,658.0
480291918151,sex_work_age_tot_m,828.0
480291918161,sex_work_age_tot_m,381.0
480291918162,sex_work_age_tot_m,309.0
480291918172,sex_work_age_tot_m,1007.0
480291919001,sex_work_age_tot_m,289.0
480291919003,sex_work_age_tot_m,275.0
480291919004,sex_work_age_tot_m,252.0
480291920001,sex_work_age_tot_m,641.0
480291920002,sex_work_age_tot_m,659.0
480291920004,sex_work_age_tot_m,191.0
480291920005,sex_work_age_tot_m,155.0
480291921002,sex_work_age_tot_m,322.0
480291922001,sex_work_age_tot_m,656.0
480291923001,sex_work_age_tot_m,168.0
480291923002,sex_work_age_tot_m,922.0
480291923003,sex_work_age_tot_m,296.0
480291923004,sex_work_age_tot_m,198.0
480299800011,sex_work_age_tot_m,0.0
480299800021,sex_work_age_tot_m,0.0
480299800031,sex_work_age_tot_m,606.0
480299800041,sex_work_age_tot_m,0.0
480299800051,sex_work_age_tot_m,8.0
480299801001,sex_work_age_tot_m,440.0
480291805033,sex_work_age_tot_m,745.0
480291704011,sex_work_age_tot_m,315.0
480291914081,sex_work_age_tot_m,670.0
480291914091,sex_work_age_tot_m,1222.0
480291412006,sex_work_age_tot_m,344.0
480291412003,sex_work_age_tot_m,350.0
480291501002,sex_work_age_tot_m,514.0
480291407002,sex_work_age_tot_m,369.0
480291413002,sex_work_age_tot_m,900.0
480291414021,sex_work_age_tot_m,1103.0
480291806022,sex_work_age_tot_m,432.0
480291101003,sex_work_age_tot_m,1172.0
480291211121,sex_work_age_tot_m,699.0
480291519002,sex_work_age_tot_m,1366.0
480291409001,sex_work_age_tot_m,276.0
480291505011,sex_work_age_tot_m,266.0
480291505013,sex_work_age_tot_m,309.0
480291110001,sex_work_age_tot_m,465.0
480291204002,sex_work_age_tot_m,162.0
480291204006,sex_work_age_tot_m,100.0
480291204004,sex_work_age_tot_m,237.0
480291710005,sex_work_age_tot_m,118.0
480291710003,sex_work_age_tot_m,457.0
480291717005,sex_work_age_tot_m,270.0
480291213004,sex_work_age_tot_m,479.0
480291215012,sex_work_age_tot_m,656.0
480291215073,sex_work_age_tot_m,434.0
480291312001,sex_work_age_tot_m,497.0
480291404003,sex_work_age_tot_m,260.0
480291101001,sex_work_age_tot_m,394.0
480291209023,sex_work_age_tot_m,599.0
480291214032,sex_work_age_tot_m,279.0
480291216041,sex_work_age_tot_m,1423.0
480291216044,sex_work_age_tot_m,572.0
480291207023,sex_work_age_tot_m,280.0
480291213002,sex_work_age_tot_m,353.0
480291703001,sex_work_age_tot_m,478.0
480291704022,sex_work_age_tot_m,408.0
480291704023,sex_work_age_tot_m,451.0
480291706002,sex_work_age_tot_m,374.0
480291707001,sex_work_age_tot_m,427.0
480291212041,sex_work_age_tot_m,560.0
480291212045,sex_work_age_tot_m,709.0
480291416001,sex_work_age_tot_m,817.0
480291215051,sex_work_age_tot_m,952.0
480291403001,sex_work_age_tot_m,353.0
480291701013,sex_work_age_tot_m,423.0
480291718021,sex_work_age_tot_m,523.0
480291718024,sex_work_age_tot_m,250.0
480291507005,sex_work_age_tot_m,387.0
480291507002,sex_work_age_tot_m,331.0
480291507004,sex_work_age_tot_m,585.0
480291601002,sex_work_age_tot_m,384.0
480291813021,sex_work_age_tot_m,883.0
480291815063,sex_work_age_tot_m,662.0
480291809024,sex_work_age_tot_m,654.0
480291810032,sex_work_age_tot_m,430.0
480291810053,sex_work_age_tot_m,694.0
480291817152,sex_work_age_tot_m,433.0
480291203001,sex_work_age_tot_m,567.0
480291205011,sex_work_age_tot_m,240.0
480291205016,sex_work_age_tot_m,580.0
480291205017,sex_work_age_tot_m,314.0
480291211151,sex_work_age_tot_m,318.0
480291211173,sex_work_age_tot_m,449.0
480291815031,sex_work_age_tot_m,1227.0
480291215082,sex_work_age_tot_m,877.0
480291914054,sex_work_age_tot_m,371.0
480291709002,sex_work_age_tot_m,472.0
480291615012,sex_work_age_tot_m,155.0
480291615014,sex_work_age_tot_m,363.0
480291701023,sex_work_age_tot_m,636.0
480291711002,sex_work_age_tot_m,625.0
480291807024,sex_work_age_tot_m,215.0
480291807021,sex_work_age_tot_m,466.0
480291809013,sex_work_age_tot_m,537.0
480291108003,sex_work_age_tot_m,194.0
480291211163,sex_work_age_tot_m,510.0
480291212034,sex_work_age_tot_m,251.0
480291212033,sex_work_age_tot_m,477.0
480291817181,sex_work_age_tot_m,573.0
480291902005,sex_work_age_tot_m,598.0
480291902002,sex_work_age_tot_m,229.0
480291802024,sex_work_age_tot_m,170.0
480291802022,sex_work_age_tot_m,460.0
480291805014,sex_work_age_tot_m,276.0
480291808003,sex_work_age_tot_m,180.0
480291708001,sex_work_age_tot_m,225.0
480291106001,sex_work_age_tot_m,285.0
480291510002,sex_work_age_tot_m,300.0
480291510003,sex_work_age_tot_m,405.0
480291607021,sex_work_age_tot_m,430.0
480291607022,sex_work_age_tot_m,415.0
480291215083,sex_work_age_tot_m,238.0
480291216011,sex_work_age_tot_m,441.0
480291218022,sex_work_age_tot_m,1155.0
480291303004,sex_work_age_tot_m,298.0
480291303003,sex_work_age_tot_m,164.0
480291909014,sex_work_age_tot_m,238.0
480291809011,sex_work_age_tot_m,349.0
480291815043,sex_work_age_tot_m,100.0
480291816011,sex_work_age_tot_m,354.0
480291818093,sex_work_age_tot_m,594.0
480291821011,sex_work_age_tot_m,1182.0
480291906012,sex_work_age_tot_m,372.0
480291910042,sex_work_age_tot_m,625.0
480291212052,sex_work_age_tot_m,322.0
480291212064,sex_work_age_tot_m,389.0
480291212066,sex_work_age_tot_m,465.0
480291602001,sex_work_age_tot_m,293.0
480291817131,sex_work_age_tot_m,804.0
480291815052,sex_work_age_tot_m,595.0
480291817041,sex_work_age_tot_m,546.0
480291817043,sex_work_age_tot_m,805.0
480291907001,sex_work_age_tot_m,403.0
480291812003,sex_work_age_tot_m,433.0
480291511006,sex_work_age_tot_m,144.0
480291514003,sex_work_age_tot_m,619.0
480291909022,sex_work_age_tot_m,388.0
480291810011,sex_work_age_tot_m,416.0
480291821031,sex_work_age_tot_m,866.0
480291901001,sex_work_age_tot_m,322.0
480291817033,sex_work_age_tot_m,839.0
480291803004,sex_work_age_tot_m,183.0
480291313003,sex_work_age_tot_m,544.0
480291313002,sex_work_age_tot_m,263.0
480291103001,sex_work_age_tot_m,367.0
480291206007,sex_work_age_tot_m,343.0
480291206004,sex_work_age_tot_m,425.0
480291206001,sex_work_age_tot_m,487.0
480291517005,sex_work_age_tot_m,335.0
480291517004,sex_work_age_tot_m,347.0
480291719031,sex_work_age_tot_m,470.0
480291717002,sex_work_age_tot_m,296.0
480291719033,sex_work_age_tot_m,518.0
480291509004,sex_work_age_tot_m,420.0
480291509003,sex_work_age_tot_m,561.0
480291705001,sex_work_age_tot_m,343.0
480291805041,sex_work_age_tot_m,559.0
480291205022,sex_work_age_tot_m,88.0
480291205021,sex_work_age_tot_m,404.0
480291207014,sex_work_age_tot_m,267.0
480291302001,sex_work_age_tot_m,414.0
480291410001,sex_work_age_tot_m,219.0
480291516005,sex_work_age_tot_m,173.0
480291516003,sex_work_age_tot_m,636.0
480291817053,sex_work_age_tot_m,714.0
480291606002,sex_work_age_tot_m,480.0
480291419001,sex_work_age_tot_m,469.0
480291515001,sex_work_age_tot_m,241.0
480291603001,sex_work_age_tot_m,326.0
480291603004,sex_work_age_tot_m,227.0
480291613021,sex_work_age_tot_m,1122.0
480291804002,sex_work_age_tot_m,411.0
480291807011,sex_work_age_tot_m,524.0
480291811001,sex_work_age_tot_m,408.0
480291211082,sex_work_age_tot_m,496.0
480291203004,sex_work_age_tot_m,208.0
480291203006,sex_work_age_tot_m,253.0
480291506002,sex_work_age_tot_m,475.0
480291506001,sex_work_age_tot_m,289.0
480291511002,sex_work_age_tot_m,683.0
480291105001,sex_work_age_tot_m,440.0
480291210002,sex_work_age_tot_m,328.0
480291210001,sex_work_age_tot_m,129.0
480291211101,sex_work_age_tot_m,663.0
480291215063,sex_work_age_tot_m,443.0
480291315033,sex_work_age_tot_m,262.0
480291315043,sex_work_age_tot_m,599.0
480291315061,sex_work_age_tot_m,431.0
480291315072,sex_work_age_tot_m,291.0
480291316062,sex_work_age_tot_m,909.0
480291316091,sex_work_age_tot_m,611.0
480291316101,sex_work_age_tot_m,962.0
480291316121,sex_work_age_tot_m,536.0
480291316141,sex_work_age_tot_m,1205.0
480291316152,sex_work_age_tot_m,869.0
480291318011,sex_work_age_tot_m,421.0
480291318022,sex_work_age_tot_m,208.0
480291411012,sex_work_age_tot_m,392.0
480291522022,sex_work_age_tot_m,418.0
480291411022,sex_work_age_tot_m,187.0
480291414031,sex_work_age_tot_m,483.0
480291414042,sex_work_age_tot_m,769.0
480291605013,sex_work_age_tot_m,219.0
480291605023,sex_work_age_tot_m,266.0
480291609012,sex_work_age_tot_m,288.0
480291609022,sex_work_age_tot_m,404.0
480291613031,sex_work_age_tot_m,806.0
480291613042,sex_work_age_tot_m,752.0
480291615032,sex_work_age_tot_m,489.0
480291615042,sex_work_age_tot_m,1028.0
480291618021,sex_work_age_tot_m,1779.0
480291619021,sex_work_age_tot_m,469.0
480291620031,sex_work_age_tot_m,602.0
480291620041,sex_work_age_tot_m,493.0
480291713012,sex_work_age_tot_m,528.0
480291716012,sex_work_age_tot_m,202.0
480291716022,sex_work_age_tot_m,196.0
480291719122,sex_work_age_tot_m,793.0
480291719141,sex_work_age_tot_m,484.0
480291719151,sex_work_age_tot_m,601.0
480291719163,sex_work_age_tot_m,837.0
480291719181,sex_work_age_tot_m,428.0
480291215044,sex_work_age_tot_m,1235.0
480291215064,sex_work_age_tot_m,278.0
480291216061,sex_work_age_tot_m,179.0
480291216064,sex_work_age_tot_m,215.0
480291217013,sex_work_age_tot_m,157.0
480291217022,sex_work_age_tot_m,333.0
480291218082,sex_work_age_tot_m,868.0
480291218093,sex_work_age_tot_m,687.0
480291218111,sex_work_age_tot_m,1463.0
480291218122,sex_work_age_tot_m,337.0
480291218131,sex_work_age_tot_m,593.0
480291219041,sex_work_age_tot_m,314.0
480291219052,sex_work_age_tot_m,1323.0
480291219071,sex_work_age_tot_m,454.0
480291211085,sex_work_age_tot_m,492.0
480291211191,sex_work_age_tot_m,207.0
480291211201,sex_work_age_tot_m,1090.0
480291207013,sex_work_age_tot_m,305.0
480291215043,sex_work_age_tot_m,790.0
480291503002,sex_work_age_tot_m,458.0
480291418003,sex_work_age_tot_m,721.0
480291508001,sex_work_age_tot_m,226.0
480291712001,sex_work_age_tot_m,436.0
480291712002,sex_work_age_tot_m,466.0
480291512004,sex_work_age_tot_m,295.0
480291904002,sex_work_age_tot_m,1329.0
480291817121,sex_work_age_tot_m,960.0
480291816024,sex_work_age_tot_m,600.0
480291816022,sex_work_age_tot_m,442.0
480291314022,sex_work_age_tot_m,693.0
480291719183,sex_work_age_tot_m,689.0
480291719201,sex_work_age_tot_m,1285.0
480291719212,sex_work_age_tot_m,456.0
480291719231,sex_work_age_tot_m,421.0
480291719234,sex_work_age_tot_m,1551.0
480291719251,sex_work_age_tot_m,138.0
480291719253,sex_work_age_tot_m,1308.0
480291720023,sex_work_age_tot_m,1459.0
480291720041,sex_work_age_tot_m,1029.0
480291720061,sex_work_age_tot_m,1133.0
480291720071,sex_work_age_tot_m,1468.0
480291801011,sex_work_age_tot_m,478.0
480291714011,sex_work_age_tot_m,704.0
480291714022,sex_work_age_tot_m,269.0
480291715012,sex_work_age_tot_m,435.0
480291715023,sex_work_age_tot_m,867.0
480291917011,sex_work_age_tot_m,220.0
480291917022,sex_work_age_tot_m,475.0
480291918043,sex_work_age_tot_m,661.0
480291918111,sex_work_age_tot_m,1193.0
480291918063,sex_work_age_tot_m,1664.0
480291918081,sex_work_age_tot_m,887.0
480291918092,sex_work_age_tot_m,671.0
480291918131,sex_work_age_tot_m,1434.0
480291817252,sex_work_age_tot_m,688.0
480291817263,sex_work_age_tot_m,985.0
480291817281,sex_work_age_tot_m,2172.0
480291817301,sex_work_age_tot_m,297.0
480291817312,sex_work_age_tot_m,751.0
480291818112,sex_work_age_tot_m,75.0
480291818132,sex_work_age_tot_m,1078.0
480291818142,sex_work_age_tot_m,1072.0
480291818161,sex_work_age_tot_m,364.0
480291818172,sex_work_age_tot_m,373.0
480291818183,sex_work_age_tot_m,959.0
480291818201,sex_work_age_tot_m,1600.0
480291818212,sex_work_age_tot_m,734.0
480291818223,sex_work_age_tot_m,829.0
480291905032,sex_work_age_tot_m,382.0
480291905042,sex_work_age_tot_m,529.0
480291906041,sex_work_age_tot_m,439.0
480291910051,sex_work_age_tot_m,312.0
480291910062,sex_work_age_tot_m,446.0
480291801013,sex_work_age_tot_m,253.0
480291801016,sex_work_age_tot_m,152.0
480291806031,sex_work_age_tot_m,528.0
480291806043,sex_work_age_tot_m,247.0
480291807026,sex_work_age_tot_m,630.0
480291814031,sex_work_age_tot_m,932.0
480291814041,sex_work_age_tot_m,1549.0
480291815044,sex_work_age_tot_m,440.0
480291817154,sex_work_age_tot_m,818.0
480291820022,sex_work_age_tot_m,104.0
480291820031,sex_work_age_tot_m,1000.0
480291821013,sex_work_age_tot_m,885.0
480291821051,sex_work_age_tot_m,871.0
480291910065,sex_work_age_tot_m,190.0
480291912013,sex_work_age_tot_m,142.0
480291918141,sex_work_age_tot_m,725.0
480291918152,sex_work_age_tot_m,759.0
480291918171,sex_work_age_tot_m,3012.0
480291919002,sex_work_age_tot_m,523.0
480291919005,sex_work_age_tot_m,277.0
480291920003,sex_work_age_tot_m,680.0
480291921001,sex_work_age_tot_m,405.0
